concept,Complex plane,Maxima and minima,Addition,Function composition,Partial fraction decomposition,Quadrant (plane geometry),Division (mathematics),Angle,Amplitude,Rectangle,Cross product,Graph of a function,Algebra,Sum,Rotation of axes,Sine wave,Simultaneous equations,Polar coordinate system,Minute and second of arc,Multiplicative inverse,Existential quantification,Natural logarithm,Sine,Empty set,Monotonic function,Geometry,Rationalisation (mathematics),Right angle,Dot product,Determinant,Operation (mathematics),Homogeneous polynomial,Solution of triangles,Set (mathematics),Graph (mathematics),Interval (mathematics),Absolute value,Distributive property,Analytic geometry,Change of variables,E (mathematical constant),Inverse function,Basis (linear algebra),List of mathematical symbols,Piecewise,Real number,Force,System of linear equations,Euclidean vector,Equation solving,Binary logarithm,Sign (mathematics),Exponential function,Constant function,Imaginary number,Polynomial,Linear equation,Multiplication,Minor (linear algebra),Binary number,Empty sum,Degree of a polynomial,Geometric progression,Integer,Degree (angle),Semi-major axis,Logarithm,Function (mathematics),Equality (mathematics),Real line,Factorization,Vector field,Norm (mathematics),Trigonometric substitution,Periodic function,Even and odd functions,Natural number,Polygon,Number,Invertible matrix,Mathematical induction,Right triangle,Pythagorean theorem,Scalar (mathematics),Radius,Trigonometric tables,Cone,Trigonometric functions,Square (algebra),Triangle,Identity (mathematics),Line segment,Product (mathematics),Zero of a function,Base (exponentiation),Simple harmonic motion,Complex conjugate,Asymptote,Commutative property,Conic section,Work (physics),Mathematics,Inverse trigonometric functions,Identity matrix,Quadratic formula,Slope,Perpendicular,Square matrix,Parity (mathematics),Focus (geometry),Quadratic equation,Extended real number line,Matrix multiplication,Cartesian coordinate system,Descartes' rule of signs,Calculus,Inverse element,Arithmetic mean,Floor and ceiling functions,Cylinder (geometry),Circular motion,Line (geometry),Synthetic division,Nth root,Distance,Rational number,Hyperbola,Parallel (geometry),Binomial theorem,Mereology,Binomial,Plane curve,Ellipse,Binomial coefficient,Parametric equation,Transformation (function),Summation,Equality,Complex number,Elementary matrix,Subtraction,Vector space,Secant line,Associative property,Vector (mathematics and physics),Continuous function,Triangular matrix,Image (mathematics),Symmetry,Coordinate system,Line–line intersection,Mathematical proof,Equation,Scalar multiplication,Fundamental theorem of algebra,Length,Series (mathematics),Linear function,Exponential growth,Displacement (vector),Linear inequality,Differential equation,Infinity,Area,Main diagonal,Limit of a sequence,Open set,Union (set theory),Spherical law of cosines,Polynomial long division,Arithmetic,Universal quantification,Edge,Position (vector),Point (geometry),Exponentiation,Matrix (mathematics),Monomial,Mathematical analysis,Rational function,Pythagorean trigonometric identity,Rotation (mathematics),Product topology,Range (mathematics),Limit of a function,Algebraic equation,Circular sector,Injective function,Closed set,Curve,Set-builder notation,Dependent and independent variables,Origin (mathematics),Rational root theorem,Zero (complex analysis),Chord (geometry),Prime number,Trigonometry,Unit circle,Geometric series,Algebraic operation,Vertical line test,Common logarithm,Logistic function,Law of sines,Cubic function,Circle,Quadratic function,Expression (mathematics),Division by zero,Eccentricity (mathematics),Plane (geometry),Semi-minor axis,Limit (mathematics),Orientation (geometry),Inequality (mathematics),Domain of a function,Scientific notation,Derivative,Formula,Square root,Matrix ring,Negative number,Algebraic expression
Trigonometry,0.0,0.0,0.010125829352020969,0.0,0.0,0.0,0.0,0.24962435631552948,0.023154924835567067,0.0,0.0,0.0,0.015358169928057488,0.042234561900466885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21768952978701375,0.0,0.0,0.01685247108272417,0.0,0.005497724323664869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037826436932380685,0.0,0.0,0.0,0.0025218101759061956,0.0,0.0,0.0,0.0,0.0,0.0,0.004675416262232066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020913203688949387,0.0,0.0,0.014076297962997674,0.0,0.0,0.0,0.0,0.0,0.0,0.005764596696701129,0.03034857883148724,0.0,0.0,0.0,0.030333944675709285,0.0,0.0,0.02687925686523321,0.01187397435201893,0.0,0.013076867090843705,0.03694814395308877,0.0,0.14188087277986086,0.0,0.13591122412882906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017788443712370244,0.023058386786804518,0.0,0.0,0.0,0.00451132022569448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027388308460766488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016596248606015464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004762456762275254,0.0,0.0036132104920563054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004591790008173897,0.0,0.0,0.0,0.02770594015471084,0.0,0.0,0.045424546966278366,0.0,0.0,0.0,0.0,0.0,0.00451132022569448,0.0,0.05205084492335114,0.0,0.0,0.0,0.0,0.0,0.0,0.0023329593567563527,0.0,0.035524568338754836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004286670938577579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29455122452062016,0.04132611007356508,0.0,0.0,0.0,0.0,0.0,0.03314563922026646,0.0,0.051425868589286675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026711363933803155,0.06676687342927194,0.0,0.0,0.0,0.0
Unit circle,0.021634640395253608,0.0,0.009366891451869497,0.0,0.0,0.0,0.0,0.16407106944999222,0.0,0.0,0.0,0.0,0.0,0.010655196090004825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10984011777311398,0.0,0.0,0.015589366741218214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017747018300909984,0.0,0.0,0.0,0.0,0.0,0.00580372339060193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016844359138423096,0.0,0.0,0.0,0.03367247349800628,0.0,0.0,0.05967513121796154,0.010984011777311398,0.0,0.07258048124977157,0.0,0.0,0.08613071474413521,0.0,0.0509694259686717,0.0,0.025039161962730306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034045215674766965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010047775060063503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011514261237013688,0.0,0.012304387820590745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017832844846489167,0.015040790421074621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015256998270998957,0.0,0.0,0.03295203533193419,0.0,0.0,0.07003324302164547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019020245411353966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012974971757318574,0.4332584820730235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46891871891177966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03368871827684619,0.0,0.0,0.0,0.0
Geometric series,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15129370937873785,0.0,0.0,0.0,0.0,0.0032156168286870367,0.34567549100921907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008287044599846546,0.0,0.0,0.01764243066472686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013941950447723044,0.0,0.008828834140044166,0.0,0.0,0.007919910232717205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09715815496440607,0.004378702022373777,0.0,0.0,0.007368062215006595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038107017998859787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16920029084957267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012377628224284737,0.0,0.0,0.0,0.01284294966302593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05734427083972984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00868709887971122,0.0,0.0,0.0,0.0,0.0,0.007690922311344212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010567516134516147,0.008828834140044166,0.0,0.0,0.0,0.0,0.0,0.021135032269032294,0.1889011913676618,0.0,0.0,0.0,0.0,0.0,0.0,0.004884633653208613,0.0,0.029751825983707174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4707153490150016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027963459118200182,0.16521007601390866,0.0,0.0,0.0,0.0
Algebraic operation,0.0,0.0,0.06167550605321863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21515399871942353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024484227626478942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1168537438774203,0.0,0.0,0.0,0.0,0.0,0.02547608449381107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01847612993884111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007472261622124179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028477535415413494,0.0,0.0,0.0,0.0,0.0166819696988305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09354431892004236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07232329832593348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12788859019309823,0.0,0.0,0.0,0.0,0.08111680260493409,0.0,0.0,0.02303973885881369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028477535415413494,0.0,0.0,0.5925519178318347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016269648941498287,0.0,0.02237359217845589,0.0,0.0,0.039139620507229474
Vertical line test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49110767433022234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013076457838717312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058386893945906744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15146384137160018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8224562741698165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7841879569430783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Common logarithm,0.0,0.0,0.02878190282483536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11214577603129997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005376040784090936,0.0,0.0,0.0,0.0,0.034565528540190356,0.0,0.0,0.0,0.0,0.0,0.0,0.027265873571398067,0.0,0.0,0.0,0.0,0.0,0.026749888718501622,0.0,0.0,0.8702351299760517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19399936435783163,0.0,0.0,0.0,0.0,0.0,0.0,0.03150669002545206,0.0,0.018904014015271232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007845874703230386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05307027679241763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039868549581578885,0.0,0.0,0.0,0.0,0.3780802803054247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025879060858122756,0.0,0.0,0.0,0.0
Logistic function,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030694229645638896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021094295345063935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00672005098011367,0.0,0.0,0.0,0.0,0.0,0.0,0.012458921744243404,0.013449565989384188,0.0,0.0,0.0,0.008520585491061897,0.0,0.0,0.0,0.0,0.017665119084437467,0.0,0.0,0.0,0.10315287101009234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016174413036326725,0.0,0.0,0.0,0.024249920544728954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01575334501272603,0.0,0.0,0.0,0.0049036716895189915,0.0,0.0,0.0,0.014650185839766044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011815008759544521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03670823034943564,0.0,0.0,0.0,0.2742258394858312,0.0,0.0,0.0,0.0,0.0,0.0946649008572501,0.0,0.0,0.10819478791282044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055951258209480485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5254581751640494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8822114515609631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07117971411905501,0.0,0.0,0.0,0.0,0.0
Law of sines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.442121688489363,0.0,0.0,0.0,0.0,0.004352254801364932,0.005440266281603672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29162385347133707,0.0,0.0,0.011939288425676186,0.0,0.007789826911778924,0.0,0.010260265771303517,0.0,0.0,0.012161183355695316,0.0,0.0,0.0,0.00943503595253765,0.0,0.0,0.0,0.0,0.00535969755930107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00816796329532577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007617142882050982,0.005608151028294943,0.0,0.03088142329106595,0.0,0.0,0.0,0.0,0.2602366461844567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007822171154278029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038806998997279406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01820997449581069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007789826911778924,0.0,0.0,0.022432604113179773,0.0,0.0,0.0643628777256331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10325252198390439,0.0,0.0,0.0,0.0,0.03648355006708595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05299746772173629,0.013012383769387056,0.0,0.0,0.0,0.0,0.0,0.23482333526140436,0.0,0.06766152800795874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037847823821612328,0.12040408979307869,0.0,0.0,0.0,0.0
Cubic function,0.0,0.0,0.017395655553471924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01978822131000896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020398879015006883,0.0,0.0,0.014475840545416915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0643239429025723,0.019495532513736362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02601234740803975,0.0,0.08214158692318124,0.024096376120734495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025501138445018945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06253459363915453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006322682911028151,0.0,0.0,0.030468007936700896,0.028334425360426636,0.0,0.0,0.0,0.0,0.024096376120734495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018931501074078063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04733075854579248,0.0,0.0,0.0,0.2651854271950895,0.0,0.0,0.0,0.0,0.02366537927289624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027706310922625002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08837137011836856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7964550917475984,0.0,0.029000629995772072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0963663821919514,0.06256476251414293,0.018931501074078063,0.0,0.0,0.0
Circle,0.015414225239451348,0.0,0.0,0.0,0.0,0.0,0.0,0.1558629046489527,0.0,0.003838367345574857,0.0,0.0,0.002429336153881606,0.009109923132601089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012521402970425808,0.0,0.0,0.03998554268700321,0.0,0.021740579323767485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00263321829704044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018007430522788467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06652657870901232,0.007197278272971831,0.0,0.0,0.0,0.009391052227819356,0.0,0.0999766550323582,0.0,0.0,0.003506646781922151,0.0,0.03486205594079805,0.0,0.028543800146383955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015967107009319508,0.0,0.002910779822446349,0.0,0.0,0.0,0.008696231729506993,0.0642235503293639,0.0,0.0,0.0,0.0,0.0,0.0,0.0028635311722609307,0.0,0.006498372682006484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07547374945745734,0.0023079170050935745,0.0,0.0,0.0,0.0,0.0,0.005242935849681271,0.017237354315923825,0.0,0.0,0.0,0.0,0.010164420839988766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01452647226869179,0.004348115864753497,0.0,0.0,0.07199806707994841,0.0,0.0,0.13172863282688593,0.0,0.0,0.0,0.0,0.0,0.0,0.01197533025698963,0.043911134379407184,0.0,0.0,0.0,0.0,0.0,0.0,0.0018451229988511457,0.0,0.028096159444984854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027122410390460497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021789708403037684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7262928320999593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021125851070748197,0.014401500983440993,0.0,0.0,0.0,0.0
Quadratic function,0.013955168804571982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03848921517084942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018069645909401657,0.0,0.1956349245804011,0.016738704022800296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03542906257246907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04344006123025238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09034822954700829,0.0,0.0,0.0,0.0,0.042329598812821084,0.0,0.0,0.0,0.0,0.0,0.15064833620520268,0.0,0.0,0.0,0.0,0.009805432571068308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09524159732884743,0.0,0.0,0.0,0.013150890059092393,0.0,0.06242290753797147,0.0,0.0,0.0,0.0,0.0,0.0064679225983756,0.0,0.0,0.011148109414302386,0.0,0.0,0.0,0.0,0.0,0.0,0.06575723706362009,0.0,0.0,0.0,0.28340427333826357,0.0,0.0,0.0,0.0,0.016439309265905023,0.0,0.0,0.0,0.0,0.018069645909401657,0.0124233314346319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019246368656174618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015346936413686141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018442089910695028,0.026301780118184785,0.4230549917703849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009563076095384489,0.04346101823501532,0.05260356023636957,0.0,0.020145475798589756,0.0
Expression (mathematics),0.0,0.0,0.03957511638414862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10804472544388442,0.22509101740135193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014784112156250074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053392031500067806,0.0,0.03749057616067235,0.0,0.0,0.0,0.0,0.0,0.024520731325293157,0.0,0.0,0.04126114840403694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10669965039680741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021576155433883564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12845116668099485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05583980553767736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09281489951828131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05470789691593647,0.0,0.0833051127543801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3558370867991879,0.0,0.0,0.0,0.07534376947641674
